date,body_part,exercise,set_no,weight_kg,reps,volume_kg
2024-09-18,Shoulder,Cable lateral raises,4,5.0,11.0,55.0
2024-09-18,Shoulder,Rev pec dec,3,15.0,8.0,120.0
2024-09-18,Shoulder,Shoulder press,1,10.0,9.0,90.0
2024-09-18,Shoulder,Cable lateral raises,2,5.0,11.0,55.0
2024-09-18,Shoulder,Cable lateral raises,1,5.0,10.0,50.0
2024-09-18,Shoulder,Shoulder press,4,10.0,7.0,70.0
2024-09-18,Shoulder,Shoulder press,3,10.0,7.0,70.0
2024-09-18,Shoulder,Shoulder press,2,10.0,8.0,80.0
2024-09-18,Shoulder,Cable lateral raises,3,5.0,10.0,50.0
2024-09-19,Arms,Preacher curls,2,10.0,7.0,70.0
2024-09-19,Arms,Preacher curls,1,10.0,7.0,70.0
2024-09-19,Arms,Incline dumbbell press,4,7.5,6.0,45.0
2024-09-19,Arms,Incline dumbbell press,3,7.5,6.5,48.75
2024-09-19,Arms,Incline dumbbell press,2,7.5,7.0,52.5
2024-09-19,Arms,Incline dumbbell press,1,7.5,10.0,75.0
2024-09-19,Arms,Triceps pushdown,3,25.0,11.0,275.0
2024-09-19,Arms,Triceps pushdown,2,25.0,10.0,250.0
2024-09-19,Arms,Triceps pushdown,1,20.0,12.0,240.0
2024-09-19,Arms,Overhead triceps extension,4,10.0,9.0,90.0
2024-09-19,Arms,Preacher curls,3,10.0,5.0,50.0
2024-09-19,Arms,Overhead triceps extension,2,10.0,9.0,90.0
2024-09-19,Arms,Overhead triceps extension,1,10.0,9.0,90.0
2024-09-19,Arms,Triceps pushdown,4,25.0,10.0,250.0
2024-09-19,Arms,Overhead triceps extension,3,10.0,8.5,85.0
2024-09-19,Arms,Preacher curls,4,10.0,5.0,50.0
2024-09-19,Arms,Forearm curls,2,10.0,15.0,150.0
2024-09-19,Arms,Forearm curls,1,10.0,15.0,150.0
2024-09-19,Arms,Cable crunches,2,45.0,10.0,450.0
2024-09-19,Arms,Forearm curls,4,10.0,16.0,160.0
2024-09-19,Arms,Forearm curls,3,10.0,16.0,160.0
2024-09-19,Arms,Cable crunches,1,45.0,10.0,450.0
2024-09-20,Legs,Squat,1,10.0,11.0,110.0
2024-09-20,Legs,Cable crunches,2,45.0,10.0,450.0
2024-09-20,Legs,Cable crunches,1,45.0,11.0,495.0
2024-09-20,Legs,Calf raises,3,17.5,9.0,157.5
2024-09-20,Legs,Calf raises,2,17.5,10.0,175.0
2024-09-20,Legs,Calf raises,1,17.5,11.0,192.5
2024-09-20,Legs,Lying leg curls,3,10.0,7.5,75.0
2024-09-20,Legs,Lying leg curls,2,15.0,5.5,82.5
2024-09-20,Legs,Lying leg curls,1,15.0,7.5,112.5
2024-09-20,Legs,Dumbbell RDL,1,7.5,11.0,82.5
2024-09-20,Legs,Leg press,3,40.0,9.0,360.0
2024-09-20,Legs,Leg press,2,40.0,7.0,280.0
2024-09-20,Legs,Leg press,1,40.0,7.0,280.0
2024-09-20,Legs,Squat,3,15.0,10.0,150.0
2024-09-20,Legs,Squat,2,15.0,10.0,150.0
2024-09-20,Legs,Dumbbell RDL,3,5.0,10.0,50.0
2024-09-20,Legs,Dumbbell RDL,2,7.5,11.0,82.5
2024-09-23,Back,Cable rows,4,35.0,9.0,315.0
2024-09-23,Back,Long length partial pull ups,1,56.0,7.0,392.0
2024-09-23,Back,Long length partial pull ups,2,56.0,5.0,280.0
2024-09-23,Back,Lat Pulldown,1,30.0,8.0,240.0
2024-09-23,Back,Lat Pulldown,2,30.0,7.0,210.0
2024-09-23,Back,Lat Pulldown,3,30.0,6.0,180.0
2024-09-23,Back,Lat Pulldown,4,30.0,8.0,240.0
2024-09-23,Back,Cable rows,2,30.0,12.0,360.0
2024-09-23,Back,Cable rows,1,30.0,9.0,270.0
2024-09-23,Back,Cable rows,3,30.0,10.0,300.0
2024-09-23,Back,Helms rows,1,5.0,10.0,50.0
2024-09-23,Back,Helms rows,2,7.5,10.0,75.0
2024-09-23,Back,Helms rows,3,10.0,10.0,100.0
2024-09-23,Back,Helms rows,4,10.0,9.0,90.0
2024-09-23,Back,Lat pullover,1,20.0,10.0,200.0
2024-09-23,Back,Lat pullover,2,20.0,10.0,200.0
2024-09-23,Back,Cable crunches,1,45.0,10.0,450.0
2024-09-23,Back,Cable crunches,2,45.0,9.5,427.5
2024-09-24,Chest,Cable crunches,2,45.0,10.0,450.0
2024-09-24,Chest,Cable crunches,1,45.0,10.0,450.0
2024-09-24,Chest,Pec dec,4,25.0,5.0,125.0
2024-09-24,Chest,Pec dec,3,25.0,6.0,150.0
2024-09-24,Chest,Pec dec,2,25.0,7.0,175.0
2024-09-24,Chest,Pec dec,1,25.0,7.0,175.0
2024-09-24,Chest,Dumbbell press,4,12.5,7.5,93.75
2024-09-24,Chest,Dumbbell press,2,12.5,8.0,100.0
2024-09-24,Chest,Dumbbell press,1,12.5,8.0,100.0
2024-09-24,Chest,Incline dumbbell press,4,15.0,6.5,97.5
2024-09-24,Chest,Incline dumbbell press,3,12.5,9.0,112.5
2024-09-24,Chest,Incline dumbbell press,2,12.5,9.0,112.5
2024-09-24,Chest,Incline dumbbell press,1,12.5,9.0,112.5
2024-09-24,Chest,Dumbbell press,3,12.5,8.0,100.0
2024-09-25,Shoulder,Rev pec dec,1,15.0,10.0,150.0
2024-09-25,Shoulder,Cable crunches,2,45.0,11.0,495.0
2024-09-25,Shoulder,Cable crunches,1,45.0,12.0,540.0
2024-09-25,Shoulder,Rev pec dec,4,15.0,9.0,135.0
2024-09-25,Shoulder,Rev pec dec,3,15.0,9.0,135.0
2024-09-25,Shoulder,Rev pec dec,2,15.0,9.0,135.0
2024-09-25,Shoulder,Cable lateral raises,4,5.0,11.0,55.0
2024-09-25,Shoulder,Cable lateral raises,2,5.0,11.0,55.0
2024-09-25,Shoulder,Cable lateral raises,1,5.0,11.0,55.0
2024-09-25,Shoulder,OHP,4,10.0,8.5,85.0
2024-09-25,Shoulder,OHP,3,10.0,8.5,85.0
2024-09-25,Shoulder,OHP,2,10.0,8.5,85.0
2024-09-25,Shoulder,OHP,1,10.0,9.0,90.0
2024-09-25,Shoulder,Cable lateral raises,3,5.0,11.0,55.0
2024-09-26,Arms,Incline dumbbell curls,1,5.0,11.0,55.0
2024-09-26,Arms,Cable crunches,1,50.0,8.0,400.0
2024-09-26,Arms,Incline dumbbell curls,2,7.5,7.0,52.5
2024-09-26,Arms,Incline dumbbell curls,3,7.5,6.0,45.0
2024-09-26,Arms,Preacher curls,2,10.0,8.0,80.0
2024-09-26,Arms,Forearm curls,1,3.0,16.0,48.0
2024-09-26,Arms,Forearm curls,2,3.0,17.0,51.0
2024-09-26,Arms,Forearm curls,3,3.0,20.0,60.0
2024-09-26,Arms,Forearm curls,4,3.0,19.0,57.0
2024-09-26,Arms,Cable crunches,2,50.0,10.0,500.0
2024-09-26,Arms,Incline dumbbell curls,4,7.5,7.0,52.5
2024-09-26,Arms,Triceps pushdown,4,30.0,9.0,270.0
2024-09-26,Arms,Triceps pushdown,3,30.0,8.0,240.0
2024-09-26,Arms,Triceps pushdown,2,30.0,9.0,270.0
2024-09-26,Arms,Triceps pushdown,1,25.0,11.0,275.0
2024-09-26,Arms,Overhead triceps extension,4,14.0,10.0,140.0
2024-09-26,Arms,Overhead triceps extension,3,14.0,10.0,140.0
2024-09-26,Arms,Overhead triceps extension,2,10.0,9.0,90.0
2024-09-26,Arms,Overhead triceps extension,1,10.0,10.0,100.0
2024-09-26,Arms,Preacher curls,4,10.0,7.0,70.0
2024-09-26,Arms,Preacher curls,1,10.0,9.0,90.0
2024-09-26,Arms,Preacher curls,3,10.0,7.0,70.0
2024-09-27,Legs,Leg press,2,50.0,6.0,300.0
2024-09-27,Legs,Lying leg curls,1,15.0,8.0,120.0
2024-09-27,Legs,Cable crunches,2,50.0,10.0,500.0
2024-09-27,Legs,Cable crunches,1,50.0,10.0,500.0
2024-09-27,Legs,Calf raises,3,17.5,9.0,157.5
2024-09-27,Legs,Lying leg curls,3,15.0,7.0,105.0
2024-09-27,Legs,Calf raises,1,17.5,11.0,192.5
2024-09-27,Legs,Squat,3,20.0,8.0,160.0
2024-09-27,Legs,Squat,2,20.0,8.0,160.0
2024-09-27,Legs,Calf raises,2,17.5,10.0,175.0
2024-09-27,Legs,Dumbbell RDL,4,10.0,10.0,100.0
2024-09-27,Legs,Dumbbell RDL,3,10.0,10.0,100.0
2024-09-27,Legs,Dumbbell RDL,2,7.5,13.0,97.5
2024-09-27,Legs,Dumbbell RDL,1,5.0,14.0,70.0
2024-09-27,Legs,Leg press,3,50.0,6.0,300.0
2024-09-27,Legs,Lying leg curls,2,15.0,7.5,112.5
2024-09-27,Legs,Squat,1,20.0,8.0,160.0
2024-09-27,Legs,Leg press,1,40.0,8.0,320.0
2024-09-30,Back,Neutral grip long length pull-ups,1,56.0,7.0,392.0
2024-09-30,Back,Neutral grip long length pull-ups,2,56.0,7.0,392.0
2024-09-30,Back,Bent rows,1,10.0,9.0,90.0
2024-09-30,Back,Bent rows,2,10.0,10.0,100.0
2024-09-30,Back,Bent rows,3,10.0,10.0,100.0
2024-09-30,Back,Bent rows,4,10.0,11.0,110.0
2024-09-30,Back,Cable rows,1,30.0,10.0,300.0
2024-09-30,Back,Cable rows,3,30.0,10.0,300.0
2024-09-30,Back,Lat Pulldown,1,30.0,7.0,210.0
2024-09-30,Back,Cable rows,4,30.0,10.0,300.0
2024-09-30,Back,Cable crunches,2,50.0,8.0,400.0
2024-09-30,Back,Cable crunches,1,50.0,8.0,400.0
2024-09-30,Back,Cable rows,2,30.0,9.0,270.0
2024-09-30,Back,Lat Pulldown,3,30.0,7.0,210.0
2024-09-30,Back,Lat Pulldown,2,30.0,7.0,210.0
2024-09-30,Back,Lat Pulldown,4,30.0,5.0,150.0
2024-10-01,Chest,Cable crunches,2,54.0,11.0,594.0
2024-10-01,Chest,Cable crunches,1,50.0,11.0,550.0
2024-10-01,Chest,Pec dec,4,20.0,7.0,140.0
2024-10-01,Chest,Pec dec,3,25.0,6.0,150.0
2024-10-01,Chest,Pec dec,2,25.0,6.0,150.0
2024-10-01,Chest,Pec dec,1,25.0,8.0,200.0
2024-10-01,Chest,Flat dumbbell press,4,12.5,8.0,100.0
2024-10-01,Chest,Flat dumbbell press,2,12.5,8.0,100.0
2024-10-01,Chest,Incline dumbbell press,4,12.5,8.0,100.0
2024-10-01,Chest,Incline dumbbell press,3,12.5,8.5,106.25
2024-10-01,Chest,Incline dumbbell press,2,12.5,8.0,100.0
2024-10-01,Chest,Incline dumbbell press,1,12.5,9.0,112.5
2024-10-01,Chest,Flat dumbbell press,3,12.5,8.0,100.0
2024-10-01,Chest,Flat dumbbell press,1,12.5,8.0,100.0
2024-10-02,Shoulder,Rev pec dec,2,20.0,8.0,160.0
2024-10-02,Shoulder,OHP,1,10.0,10.0,100.0
2024-10-02,Shoulder,Cable crunches,2,50.0,9.0,450.0
2024-10-02,Shoulder,Cable crunches,1,55.0,8.0,440.0
2024-10-02,Shoulder,Rev pec dec,4,20.0,8.0,160.0
2024-10-02,Shoulder,Rev pec dec,3,20.0,7.5,150.0
2024-10-02,Shoulder,Rev pec dec,1,15.0,11.0,165.0
2024-10-02,Shoulder,Cable lateral raises,6,5.0,11.0,55.0
2024-10-02,Shoulder,OHP,2,10.0,11.0,110.0
2024-10-02,Shoulder,Cable lateral raises,4,5.0,11.0,55.0
2024-10-02,Shoulder,Cable lateral raises,3,5.0,11.0,55.0
2024-10-02,Shoulder,Cable lateral raises,2,5.0,11.0,55.0
2024-10-02,Shoulder,Cable lateral raises,1,5.0,11.0,55.0
2024-10-02,Shoulder,OHP,4,12.5,6.5,81.25
2024-10-02,Shoulder,OHP,3,12.5,7.5,93.75
2024-10-02,Shoulder,Cable lateral raises,5,5.0,11.0,55.0
2024-10-03,Arms,Bayesian curls,2,5.0,10.0,50.0
2024-10-03,Arms,Bayesian curls,1,5.0,11.0,55.0
2024-10-03,Arms,Preacher curls,4,10.0,8.0,80.0
2024-10-03,Arms,Preacher curls,3,10.0,9.0,90.0
2024-10-03,Arms,Preacher curls,2,10.0,8.0,80.0
2024-10-03,Arms,Preacher curls,1,10.0,10.0,100.0
2024-10-03,Arms,Overhead triceps extension,1,15.0,3.0,45.0
2024-10-03,Arms,Overhead triceps extension,3,15.0,8.0,120.0
2024-10-03,Arms,Overhead triceps extension,2,15.0,9.0,135.0
2024-10-03,Arms,Triceps pushdown,4,30.0,9.0,270.0
2024-10-03,Arms,Triceps pushdown,3,30.0,10.0,300.0
2024-10-03,Arms,Triceps pushdown,2,30.0,9.0,270.0
2024-10-03,Arms,Bayesian curls,3,5.0,11.0,55.0
2024-10-03,Arms,Overhead triceps extension,4,15.0,8.0,120.0
2024-10-03,Arms,Triceps pushdown,1,25.0,13.0,325.0
2024-10-03,Arms,Bayesian curls,4,5.0,12.0,60.0
2024-10-03,Arms,Cable forearm curls,2,5.0,20.0,100.0
2024-10-03,Arms,Cable crunches,1,50.0,10.0,500.0
2024-10-03,Arms,Cable crunches,2,54.0,10.0,540.0
2024-10-03,Arms,Cable forearm curls,1,5.0,19.0,95.0
2024-10-04,Legs,Cable crunches,2,54.0,10.0,540.0
2024-10-04,Legs,Cable crunches,1,54.0,10.0,540.0
2024-10-04,Legs,Calf raises,4,17.5,8.0,140.0
2024-10-04,Legs,Calf raises,3,17.5,8.5,148.75
2024-10-04,Legs,Calf raises,2,17.5,9.0,157.5
2024-10-04,Legs,Calf raises,1,17.5,10.0,175.0
2024-10-04,Legs,Barbell RDL,3,10.0,10.0,100.0
2024-10-04,Legs,Barbell RDL,2,10.0,10.0,100.0
2024-10-04,Legs,Barbell RDL,1,15.0,10.0,150.0
2024-10-04,Legs,Dumbbell RDL,1,10.0,10.0,100.0
2024-10-04,Legs,Lying leg curls,4,15.0,5.5,82.5
2024-10-04,Legs,Lying leg curls,2,15.0,7.5,112.5
2024-10-04,Legs,Lying leg curls,1,15.0,8.0,120.0
2024-10-04,Legs,Leg press,4,50.0,7.0,350.0
2024-10-04,Legs,Leg press,3,50.0,7.0,350.0
2024-10-04,Legs,Leg press,2,50.0,6.0,300.0
2024-10-04,Legs,Leg press,1,50.0,7.0,350.0
2024-10-04,Legs,Squat,4,20.0,9.0,180.0
2024-10-04,Legs,Squat,3,20.0,9.0,180.0
2024-10-04,Legs,Squat,2,20.0,9.0,180.0
2024-10-04,Legs,Squat,1,20.0,9.0,180.0
2024-10-04,Legs,Lying leg curls,3,15.0,6.0,90.0
2024-10-07,Back,Neutral grip long length pull-ups,1,56.0,6.0,336.0
2024-10-07,Back,Neutral grip long length pull-ups,2,56.0,7.0,392.0
2024-10-07,Back,Lat Pulldown,4,35.0,7.0,245.0
2024-10-07,Back,Lat Pulldown,2,35.0,7.0,245.0
2024-10-07,Back,Lat Pulldown,3,35.0,7.0,245.0
2024-10-07,Back,Cable crunches,2,54.0,9.0,486.0
2024-10-07,Back,Cable crunches,1,54.0,10.0,540.0
2024-10-07,Back,Lat pullover,3,25.0,8.0,200.0
2024-10-07,Back,Lat pullover,2,25.0,10.0,250.0
2024-10-07,Back,Lat Pulldown,1,30.0,9.0,270.0
2024-10-07,Back,Cable rows,4,30.0,10.0,300.0
2024-10-07,Back,Cable rows,3,30.0,9.0,270.0
2024-10-07,Back,Cable rows,2,30.0,8.0,240.0
2024-10-07,Back,Cable rows,1,30.0,9.0,270.0
2024-10-07,Back,Lat pullover,1,20.0,10.0,200.0
2024-10-08,Chest,Cable crunches,2,54.0,10.0,540.0
2024-10-08,Chest,Cable crunches,1,54.0,10.0,540.0
2024-10-08,Chest,Pec dec,4,25.0,6.0,150.0
2024-10-08,Chest,Pec dec,3,25.0,6.0,150.0
2024-10-08,Chest,Pec dec,2,25.0,7.0,175.0
2024-10-08,Chest,Pec dec,1,25.0,8.0,200.0
2024-10-08,Chest,Flat dumbbell press,4,12.5,8.5,106.25
2024-10-08,Chest,Flat dumbbell press,2,12.5,9.0,112.5
2024-10-08,Chest,Incline dumbbell press,4,15.0,5.0,75.0
2024-10-08,Chest,Incline dumbbell press,3,15.0,8.0,120.0
2024-10-08,Chest,Incline dumbbell press,2,15.0,8.0,120.0
2024-10-08,Chest,Incline dumbbell press,1,15.0,8.0,120.0
2024-10-08,Chest,Flat dumbbell press,3,12.5,8.5,106.25
2024-10-08,Chest,Flat dumbbell press,1,12.5,7.0,87.5
2024-10-09,Shoulders,Lean in lateral raises,1,5.0,8.0,40.0
2024-10-09,Shoulders,OHP,1,12.5,8.0,100.0
2024-10-09,Shoulders,OHP,2,12.5,7.0,87.5
2024-10-09,Shoulders,OHP,3,12.5,6.5,81.25
2024-10-09,Shoulders,OHP,4,12.5,7.5,93.75
2024-10-09,Shoulders,Lean in lateral raises,2,5.0,8.0,40.0
2024-10-09,Shoulders,Lean in lateral raises,4,5.0,9.0,45.0
2024-10-09,Shoulders,Rev pec dec,1,20.0,9.0,180.0
2024-10-09,Shoulders,Rev pec dec,2,20.0,8.0,160.0
2024-10-09,Shoulders,Rev pec dec,3,25.0,6.5,162.5
2024-10-09,Shoulders,Rev pec dec,4,20.0,6.0,120.0
2024-10-09,Shoulders,Cable crunches,1,50.0,10.0,500.0
2024-10-09,Shoulders,Cable crunches,2,50.0,10.0,500.0
2024-10-09,Shoulders,Lean in lateral raises,3,5.0,8.0,40.0
2024-10-10,Arms,Bayesian curls,1,5.0,9.0,45.0
2024-10-10,Arms,Bayesian curls,2,5.0,9.0,45.0
2024-10-10,Arms,Bayesian curls,3,5.0,10.0,50.0
2024-10-10,Arms,Forearm curls,4,3.0,18.0,54.0
2024-10-10,Arms,Forearm curls,2,3.0,18.0,54.0
2024-10-10,Arms,Forearm curls,3,3.0,20.0,60.0
2024-10-10,Arms,Standing curls,1,10.0,5.0,50.0
2024-10-10,Arms,Cable crunches,1,50.0,10.0,500.0
2024-10-10,Arms,Forearm curls,1,3.0,20.0,60.0
2024-10-10,Arms,Preacher curls,4,10.0,9.0,90.0
2024-10-10,Arms,Overhead triceps extension,4,10.0,8.0,80.0
2024-10-10,Arms,Preacher curls,2,10.0,9.0,90.0
2024-10-10,Arms,Preacher curls,1,10.0,10.0,100.0
2024-10-10,Arms,Overhead triceps extension,3,10.0,8.0,80.0
2024-10-10,Arms,Overhead triceps extension,2,10.0,8.0,80.0
2024-10-10,Arms,Overhead triceps extension,1,15.0,6.0,90.0
2024-10-10,Arms,Triceps pushdown,4,30.0,8.0,240.0
2024-10-10,Arms,Triceps pushdown,3,30.0,10.0,300.0
2024-10-10,Arms,Triceps pushdown,2,32.0,11.0,352.0
2024-10-10,Arms,Triceps pushdown,1,32.0,11.0,352.0
2024-10-10,Arms,Preacher curls,3,10.0,8.0,80.0
2024-10-10,Arms,Cable crunches,2,50.0,10.0,500.0
2024-10-11,Legs,Squat,1,20.0,10.0,200.0
2024-10-11,Legs,RDL,3,15.0,9.0,135.0
2024-10-11,Legs,Cable crunches,2,50.0,10.0,500.0
2024-10-11,Legs,Cable crunches,1,45.0,10.0,450.0
2024-10-11,Legs,Calf raises,3,20.0,10.0,200.0
2024-10-11,Legs,Calf raises,2,20.0,10.0,200.0
2024-10-11,Legs,Calf raises,1,20.0,11.0,220.0
2024-10-11,Legs,RDL,2,15.0,8.0,120.0
2024-10-11,Legs,Lying leg curls,3,20.0,3.0,60.0
2024-10-11,Legs,RDL,1,10.0,10.0,100.0
2024-10-11,Legs,Lying leg curls,1,20.0,6.5,130.0
2024-10-11,Legs,Leg press,3,60.0,8.0,480.0
2024-10-11,Legs,Leg press,2,60.0,7.0,420.0
2024-10-11,Legs,Leg press,1,60.0,7.0,420.0
2024-10-11,Legs,Squat,3,20.0,10.0,200.0
2024-10-11,Legs,Squat,2,20.0,10.0,200.0
2024-10-11,Legs,Lying leg curls,2,20.0,5.5,110.0
2024-10-14,Back,Lat pullover,2,18.0,10.0,180.0
2024-10-14,Back,Lat pullover,1,14.0,10.0,140.0
2024-10-14,Back,Lat pullover,3,18.0,12.0,216.0
2024-10-14,Back,Lat pullover,4,23.0,10.0,230.0
2024-10-14,Back,Cable crunches,2,50.0,10.0,500.0
2024-10-14,Back,Cable rows,4,30.0,9.0,270.0
2024-10-14,Back,Cable crunches,1,50.0,10.0,500.0
2024-10-14,Back,Cable rows,2,30.0,9.0,270.0
2024-10-14,Back,Cable rows,3,30.0,9.0,270.0
2024-10-14,Back,Lat Pulldown,4,35.0,6.0,210.0
2024-10-14,Back,Lat Pulldown,3,35.0,7.0,245.0
2024-10-14,Back,Lat Pulldown,2,35.0,7.0,245.0
2024-10-14,Back,Lat Pulldown,1,35.0,7.0,245.0
2024-10-14,Back,Long length pull-ups,2,56.0,6.0,336.0
2024-10-14,Back,Long length pull-ups,1,56.0,7.0,392.0
2024-10-14,Back,Cable rows,1,30.0,8.0,240.0
2024-10-15,Chest,Cable crunches,2,45.0,10.0,450.0
2024-10-15,Chest,Cable crunches,1,45.0,10.0,450.0
2024-10-15,Chest,Pec dec,4,25.0,5.0,125.0
2024-10-15,Chest,Pec dec,3,25.0,7.0,175.0
2024-10-15,Chest,Pec dec,2,25.0,7.0,175.0
2024-10-15,Chest,Pec dec,1,25.0,9.0,225.0
2024-10-15,Chest,Flat dumbbell press,4,12.5,8.0,100.0
2024-10-15,Chest,Flat dumbbell press,3,12.5,8.5,106.25
2024-10-15,Chest,Flat dumbbell press,1,12.5,9.0,112.5
2024-10-15,Chest,Incline dumbbell press,4,15.0,7.5,112.5
2024-10-15,Chest,Incline dumbbell press,3,15.0,8.5,127.5
2024-10-15,Chest,Incline dumbbell press,2,15.0,7.5,112.5
2024-10-15,Chest,Incline dumbbell press,1,15.0,8.0,120.0
2024-10-15,Chest,Flat dumbbell press,2,12.5,9.0,112.5
2024-10-16,Shoulders,Rev pec dec,1,20.0,10.0,200.0
2024-10-16,Shoulders,Rev pec dec,2,20.0,9.0,180.0
2024-10-16,Shoulders,Lateral raises,4,5.0,10.0,50.0
2024-10-16,Shoulders,Lateral raises,7,5.0,10.0,50.0
2024-10-16,Shoulders,Lateral raises,6,5.0,10.0,50.0
2024-10-16,Shoulders,Lateral raises,5,5.0,10.0,50.0
2024-10-16,Shoulders,Lateral raises,3,5.0,10.0,50.0
2024-10-16,Shoulders,Cable crunches,2,45.0,10.0,450.0
2024-10-16,Shoulders,Lateral raises,1,5.0,10.0,50.0
2024-10-16,Shoulders,OHP,4,12.5,7.5,93.75
2024-10-16,Shoulders,OHP,3,12.5,7.5,93.75
2024-10-16,Shoulders,OHP,2,12.5,7.5,93.75
2024-10-16,Shoulders,OHP,1,12.5,9.0,112.5
2024-10-16,Shoulders,Rev pec dec,3,20.0,9.0,180.0
2024-10-16,Shoulders,Rev pec dec,4,20.0,9.0,180.0
2024-10-16,Shoulders,Lateral raises,2,5.0,10.0,50.0
2024-10-16,Shoulders,Cable crunches,1,45.0,10.0,450.0
2024-10-17,Arms,Bayesian curls,2,5.0,10.0,50.0
2024-10-17,Arms,Hanging leg raise,1,56.0,11.0,616.0
2024-10-17,Arms,Forearm curls,4,3.0,20.0,60.0
2024-10-17,Arms,Forearm curls,3,3.0,20.0,60.0
2024-10-17,Arms,Forearm curls,2,3.0,20.0,60.0
2024-10-17,Arms,Forearm curls,1,3.0,20.0,60.0
2024-10-17,Arms,Bayesian curls,4,5.0,10.0,50.0
2024-10-17,Arms,Bayesian curls,3,5.0,11.0,55.0
2024-10-17,Arms,Bayesian curls,1,5.0,10.0,50.0
2024-10-17,Arms,Preacher curls,4,15.0,4.0,60.0
2024-10-17,Arms,Preacher curls,3,15.0,4.0,60.0
2024-10-17,Arms,Preacher curls,1,15.0,7.0,105.0
2024-10-17,Arms,Overhead triceps extension,4,18.0,8.5,153.0
2024-10-17,Arms,Overhead triceps extension,3,18.0,7.5,135.0
2024-10-17,Arms,Overhead triceps extension,2,18.0,8.0,144.0
2024-10-17,Arms,Overhead triceps extension,1,14.0,10.0,140.0
2024-10-17,Arms,Triceps pushdown,4,30.0,8.5,255.0
2024-10-17,Arms,Triceps pushdown,3,30.0,8.0,240.0
2024-10-17,Arms,Triceps pushdown,2,30.0,8.0,240.0
2024-10-17,Arms,Triceps pushdown,1,25.0,11.0,275.0
2024-10-17,Arms,Preacher curls,2,15.0,5.0,75.0
2024-10-18,Legs,Calf raises,1,20.0,10.0,200.0
2024-10-18,Legs,RDL,3,15.0,10.0,150.0
2024-10-18,Legs,Calf raises,2,20.0,10.0,200.0
2024-10-18,Legs,Leg press,2,60.0,7.0,420.0
2024-10-18,Legs,Hanging leg raise,1,56.0,14.0,784.0
2024-10-18,Legs,Hanging leg raise,2,56.0,13.0,728.0
2024-10-18,Legs,RDL,2,15.0,9.0,135.0
2024-10-18,Legs,Calf raises,3,20.0,10.0,200.0
2024-10-18,Legs,RDL,1,15.0,9.0,135.0
2024-10-18,Legs,Squat,1,20.0,10.0,200.0
2024-10-18,Legs,Lying leg curls,2,20.0,5.5,110.0
2024-10-18,Legs,Lying leg curls,1,20.0,6.5,130.0
2024-10-18,Legs,Leg press,3,60.0,8.0,480.0
2024-10-18,Legs,Leg press,1,60.0,8.0,480.0
2024-10-18,Legs,Squat,3,20.0,10.0,200.0
2024-10-18,Legs,Squat,2,20.0,10.0,200.0
2024-10-18,Legs,Lying leg curls,3,20.0,4.5,90.0
2024-10-21,Back,Cross body lat turnover,4,18.0,10.0,180.0
2024-10-21,Back,Cable rows,2,30.0,8.0,240.0
2024-10-21,Back,Cable crunches,1,45.0,10.0,450.0
2024-10-21,Back,Cable crunches,2,45.0,10.0,450.0
2024-10-21,Back,Cable rows,4,30.0,9.0,270.0
2024-10-21,Back,Cable rows,3,30.0,9.0,270.0
2024-10-21,Back,Cable rows,1,30.0,8.0,240.0
2024-10-21,Back,Cross body lat turnover,3,18.0,10.0,180.0
2024-10-21,Back,Lat Pulldown,3,35.0,6.0,210.0
2024-10-21,Back,Lat Pulldown,2,35.0,7.0,245.0
2024-10-21,Back,Lat Pulldown,1,35.0,10.0,350.0
2024-10-21,Back,Long length pull-ups,2,56.0,7.0,392.0
2024-10-21,Back,Long length pull-ups,1,56.0,7.0,392.0
2024-10-21,Back,Cross body lat turnover,1,23.0,10.0,230.0
2024-10-21,Back,Lat Pulldown,4,35.0,8.0,280.0
2024-10-21,Back,Cross body lat turnover,2,23.0,10.0,230.0
2024-10-22,Chest,Pec dec,1,30.0,7.0,210.0
2024-10-22,Chest,Incline dumbbell press,1,15.0,8.0,120.0
2024-10-22,Chest,Flat dumbbell press,4,12.5,11.0,137.5
2024-10-22,Chest,Cable crunches,2,45.0,10.0,450.0
2024-10-22,Chest,Cable crunches,1,45.0,10.0,450.0
2024-10-22,Chest,Pec dec,4,30.0,5.0,150.0
2024-10-22,Chest,Pec dec,3,30.0,5.0,150.0
2024-10-22,Chest,Flat dumbbell press,3,12.5,10.0,125.0
2024-10-22,Chest,Flat dumbbell press,2,12.5,9.0,112.5
2024-10-22,Chest,Flat dumbbell press,1,12.5,9.0,112.5
2024-10-22,Chest,Incline dumbbell press,4,15.0,7.5,112.5
2024-10-22,Chest,Incline dumbbell press,3,15.0,7.5,112.5
2024-10-22,Chest,Incline dumbbell press,2,15.0,8.0,120.0
2024-10-22,Chest,Pec dec,2,30.0,6.5,195.0
2024-10-23,Shoulder,Cable crunches,1,45.0,10.0,450.0
2024-10-23,Shoulder,Rev pec dec,4,25.0,6.0,150.0
2024-10-23,Shoulder,Rev pec dec,3,25.0,6.0,150.0
2024-10-23,Shoulder,Rev pec dec,2,25.0,6.5,162.5
2024-10-23,Shoulder,Rev pec dec,1,20.0,10.0,200.0
2024-10-23,Shoulder,Lateral raises,2,5.0,10.0,50.0
2024-10-23,Shoulder,Lateral raises,3,5.0,10.0,50.0
